question_id,test_id,section_name,section_order,question_order,text,option_a,option_b,option_c,option_d,correct,explanation,marks,negative_marks,subject,difficulty
q-en-084,ssc-cgl-08,English,4,6,Choose the correct synonym of 'HARD'.,Difficult,Easy,Soft,Simple,0,Hard means difficult.,2,0.5,Vocabulary,Medium
q-en-085,ssc-cgl-08,English,4,7,Choose the correct antonym of 'UP'.,Down,Top,High,Above,0,Down opposite.,2,0.5,Vocabulary,Easy
q-en-086,ssc-cgl-08,English,4,8,Identify error: He go to school daily.,He,go,to school,No error,0,Should be 'goes'.,2,0.5,Error Detection,High
q-en-087,ssc-cgl-08,English,4,9,Fill blank: She is fond ___ music.,of,in,on,at,0,Correct preposition.,2,0.5,Grammar,Easy
q-en-088,ssc-cgl-08,English,4,10,"Indirect speech: He said, 'I am tired'.",He said he was tired,He said he is tired,He said tired,He said I tired,0,Tense change.,2,0.5,Narration,Medium
q-en-089,ssc-cgl-08,English,4,11,Choose the correct synonym of 'SMART'.,Intelligent,Dull,Slow,Lazy,0,Smart means intelligent.,2,0.5,Vocabulary,Medium
q-en-090,ssc-cgl-08,English,4,12,Choose the correct antonym of 'HAPPY'.,Sad,Joyful,Pleased,Glad,0,Sad opposite.,2,0.5,Vocabulary,Easy
q-en-091,ssc-cgl-08,English,4,13,Neither Ram nor Shyam ___ present.,are,were,is,be,2,Singular verb.,2,0.5,Grammar,Medium
q-en-092,ssc-cgl-08,English,4,14,Idiom: Break the ice means?,Start conversation,End talk,Get angry,Feel cold,0,Start conversation.,2,0.5,Idiom,Medium
q-en-093,ssc-cgl-08,English,4,15,Choose the correct synonym of 'QUICK'.,Rapid,Slow,Late,Lazy,0,Quick means rapid.,2,0.5,Vocabulary,Medium
q-en-094,ssc-cgl-08,English,4,16,Choose the correct antonym of 'OPEN'.,Close,Start,Begin,Unlock,0,Close opposite.,2,0.5,Vocabulary,Easy
q-en-095,ssc-cgl-08,English,4,17,He has lived here ___ 2010.,for,since,at,in,1,Since used with time point.,2,0.5,Grammar,Medium
q-en-096,ssc-cgl-08,English,4,18,One word for 'One who cannot read or write'.,Scholar,Literate,Illiterate,Teacher,2,Illiterate definition.,2,0.5,Vocabulary,Medium
q-en-097,ssc-cgl-08,English,4,19,Correct punctuation?,its raining,It’s raining,Its raining,Its' raining,1,Apostrophe usage.,2,0.5,Punctuation,Easy
q-en-098,ssc-cgl-08,English,4,20,Choose the correct synonym of 'CALM'.,Peaceful,Angry,Loud,Rough,0,Calm means peaceful.,2,0.5,Vocabulary,Easy
q-en-099,ssc-cgl-08,English,4,21,Antonym of 'VISIBLE'?,Clear,Bright,Hidden,Obvious,2,Hidden opposite.,2,0.5,Vocabulary,Medium
q-en-100,ssc-cgl-08,English,4,22,The train arrived ___ time.,at,in,on,with,2,On time phrase.,2,0.5,Grammar,Medium
q-en-101,ssc-cgl-08,English,4,23,Voice: They are building a house.,A house built,A house is being built,A house builds,A house build,1,Present continuous passive.,2,0.5,Voice,High
q-en-102,ssc-cgl-08,English,4,24,Synonym of 'HONEST'?,Truthful,Clever,Rich,Brave,0,Honest means truthful.,2,0.5,Vocabulary,Easy
q-re-129,ssc-cgl-09,Reasoning,1,1,"Find the next number in the series: 5, 15, 45, 135, ?",270,405,540,675,1,Multiply by 3.,2,0.5,Series,Medium
q-re-130,ssc-cgl-09,Reasoning,1,2,"If DOG is coded as EPH, how is SUN coded?",TVN,TWO,TVO,TWP,0,Each letter shifted +1.,2,0.5,Coding-Decoding,Medium
q-re-131,ssc-cgl-09,Reasoning,1,3,Find the odd one out.,Mango,Apple,Banana,Carrot,3,Carrot is vegetable.,2,0.5,Odd One Out,Easy
q-re-132,ssc-cgl-09,Reasoning,1,4,Complete analogy: Bird : Fly :: Fish : ?,Swim,Run,Jump,Crawl,0,Fish swims.,2,0.5,Analogy,Easy
q-re-133,ssc-cgl-09,Reasoning,1,5,How many sides does a nonagon have?,7,8,9,10,2,Nonagon has 9 sides.,2,0.5,Reasoning,Easy
q-re-134,ssc-cgl-09,Reasoning,1,6,"In a row, Ramesh is 4th from left and 6th from right. Total persons?",8,9,10,11,1,4+6−1=9.,2,0.5,Ranking,Medium
q-re-135,ssc-cgl-09,Reasoning,1,7,"Find missing number: 2, 10, 50, 250, ?",1000,1250,1500,1750,1,Multiply by 5.,2,0.5,Series,Medium
q-re-136,ssc-cgl-09,Reasoning,1,8,Opposite direction of South is?,North,East,West,North-East,0,Opposite of South is North.,2,0.5,Direction,Easy
q-re-137,ssc-cgl-09,Reasoning,1,9,"If A=1, B=2, then BED=?",10,11,12,13,1,"B=2,E=5,D=4 total 11.",2,0.5,Alphabet,Medium
q-re-138,ssc-cgl-09,Reasoning,1,10,"Find next term: 6, 12, 18, 24, ?",28,30,32,36,1,Increase by 6.,2,0.5,Series,Easy
q-re-139,ssc-cgl-09,Reasoning,1,11,"If today is Friday, what day after 7 days?",Thursday,Friday,Saturday,Sunday,1,7 mod 7=0.,2,0.5,Calendar,Medium
q-re-140,ssc-cgl-09,Reasoning,1,12,"Find odd number: 3, 6, 9, 12, 14",3,6,9,14,3,14 not multiple of 3.,2,0.5,Number System,Medium
q-re-141,ssc-cgl-09,Reasoning,1,13,Mirror image of 5:30 clock is?,06:30:00,07:30:00,08:30:00,09:30:00,0,12−5:30=6:30.,2,0.5,Clock,High
q-re-142,ssc-cgl-09,Reasoning,1,14,"Find missing term: 8, 24, 72, 216, ?",432,648,864,972,1,Multiply by 3.,2,0.5,Series,Easy
q-re-143,ssc-cgl-09,Reasoning,1,15,Find the odd word from the given options.,Paper,Book,Pen,Laptop,3,Laptop is electronic device.,2,0.5,Odd One Out,Easy
q-re-144,ssc-cgl-09,Reasoning,1,16,"If CAT is coded as DBU, how is MAP coded?",NBQ,NAP,MBQ,NBP,0,Each letter +1.,2,0.5,Coding-Decoding,Medium
q-re-145,ssc-cgl-09,Reasoning,1,17,How many hours are there in 2 days?,24,36,48,60,2,2×24=48 hours.,2,0.5,General Knowledge,Easy
q-re-146,ssc-cgl-09,Reasoning,1,18,"Find missing number: 1, 3, 6, 10, ?",12,14,15,18,2,Triangular numbers.,2,0.5,Series,Medium
q-re-147,ssc-cgl-09,Reasoning,1,19,"If West becomes East, North becomes?",South,East,West,North,0,Opposite direction.,2,0.5,Direction,Medium
q-re-148,ssc-cgl-09,Reasoning,1,20,"Find next alphabet: E, I, M, Q, ?",U,V,W,X,0,#ERROR!,2,0.5,Series,Medium
q-re-149,ssc-cgl-09,Reasoning,1,21,"Find odd number: 16, 25, 36, 49, 52",16,25,36,52,3,52 not perfect square.,2,0.5,Number System,Medium
q-re-150,ssc-cgl-09,Reasoning,1,22,"If 6 workers finish work in 3 days, how many days for 3 workers?",4,5,6,7,2,Half workers double time.,2,0.5,Time & Work,Medium
q-re-151,ssc-cgl-09,Reasoning,1,23,Which shape has four equal sides and four right angles?,Rhombus,Square,Rectangle,Triangle,1,Square properties.,2,0.5,Geometry,Easy
q-re-152,ssc-cgl-09,Reasoning,1,24,"Find missing term: 9, 27, 81, ?",162,243,324,405,1,Multiply by 3.,2,0.5,Series,Easy
q-re-153,ssc-cgl-09,Reasoning,1,25,"If today is Monday, what day after 21 days?",Sunday,Monday,Tuesday,Wednesday,1,21 mod 7=0.,2,0.5,Calendar,High
q-ga-154,ssc-cgl-09,General Awareness,2,1,Who is known as the Father of the Green Revolution in India?,M. S. Swaminathan,Verghese Kurien,C. Subramaniam,Homi Bhabha,0,M. S. Swaminathan led Green Revolution.,2,0.5,Agriculture,Medium
q-ga-155,ssc-cgl-09,General Awareness,2,2,Which is the longest river in Asia?,Ganga,Yangtze,Mekong,Brahmaputra,1,Yangtze is longest in Asia.,2,0.5,Geography,Medium
q-ga-156,ssc-cgl-09,General Awareness,2,3,Which vitamin is necessary for healthy eyesight?,A,B,C,D,0,Vitamin A supports vision.,2,0.5,Biology,Easy
q-ga-157,ssc-cgl-09,General Awareness,2,4,Which Mughal emperor built the Red Fort?,Akbar,Babur,Shah Jahan,Aurangzeb,2,Shah Jahan built Red Fort.,2,0.5,History,Medium
q-ga-158,ssc-cgl-09,General Awareness,2,5,Which gas is used in respiration?,Nitrogen,Oxygen,Carbon dioxide,Hydrogen,1,Oxygen used in respiration.,2,0.5,Science,Easy
q-ga-159,ssc-cgl-09,General Awareness,2,6,What is the capital of Gujarat?,Ahmedabad,Surat,Gandhinagar,Rajkot,2,Gandhinagar is capital.,2,0.5,Geography,Easy
q-ga-160,ssc-cgl-09,General Awareness,2,7,Who discovered gravity?,Einstein,Newton,Galileo,Bohr,1,Isaac Newton discovered gravity.,2,0.5,Science,Easy
q-ga-161,ssc-cgl-09,General Awareness,2,8,Which country is known as the Land of Midnight Sun?,Norway,Sweden,Canada,Russia,0,Norway experiences midnight sun.,2,0.5,Geography,Medium
q-ga-162,ssc-cgl-09,General Awareness,2,9,Which is the smallest bone in the human body?,Femur,Tibia,Stapes,Radius,2,Stapes is smallest bone.,2,0.5,Biology,Medium
q-ga-163,ssc-cgl-09,General Awareness,2,10,Who wrote 'Gitanjali'?,Rabindranath Tagore,Premchand,Gandhi,Nehru,0,Tagore wrote Gitanjali.,2,0.5,Literature,Medium
q-ga-164,ssc-cgl-09,General Awareness,2,11,Which is the national tree of India?,Banyan,Neem,Mango,Peepal,0,Banyan is national tree.,2,0.5,General Knowledge,Easy
q-ga-165,ssc-cgl-09,General Awareness,2,12,Which is the largest planet in the solar system?,Earth,Mars,Jupiter,Saturn,2,Jupiter is largest.,2,0.5,Science,Easy
q-ga-166,ssc-cgl-09,General Awareness,2,13,Which instrument measures wind speed?,Barometer,Thermometer,Anemometer,Hygrometer,2,Anemometer measures wind speed.,2,0.5,Physics,Medium
q-ga-167,ssc-cgl-09,General Awareness,2,14,Who was the first woman Prime Minister of India?,Indira Gandhi,Sarojini Naidu,Pratibha Patil,Sonia Gandhi,0,Indira Gandhi became PM in 1966.,2,0.5,History,Easy
q-ga-168,ssc-cgl-09,General Awareness,2,15,Which is the largest lake in India?,Dal Lake,Chilika Lake,Wular Lake,Loktak Lake,1,Chilika is largest coastal lagoon.,2,0.5,Geography,Medium
q-ga-169,ssc-cgl-09,General Awareness,2,16,What is the SI unit of power?,Watt,Joule,Newton,Pascal,0,Watt is unit of power.,2,0.5,Physics,Medium
q-ga-170,ssc-cgl-09,General Awareness,2,17,Which state is known as the 'Land of Five Rivers'?,Punjab,Haryana,UP,Bihar,0,Punjab means five rivers.,2,0.5,Geography,Easy
q-ga-171,ssc-cgl-09,General Awareness,2,18,Which metal is used to make electrical wires?,Iron,Copper,Silver,Gold,1,Copper conducts electricity well.,2,0.5,Science,Easy
q-ga-172,ssc-cgl-09,General Awareness,2,19,Who is known as the Father of Economics?,Adam Smith,Keynes,Ricardo,Marx,0,Adam Smith wrote Wealth of Nations.,2,0.5,Economics,Medium
q-ga-173,ssc-cgl-09,General Awareness,2,20,Which is the tallest waterfall in the world?,Niagara,Angel Falls,Victoria,Iguazu,1,Angel Falls is tallest.,2,0.5,Geography,Medium
q-ga-174,ssc-cgl-09,General Awareness,2,21,Which organ controls the human body?,Heart,Liver,Brain,Lungs,2,Brain controls body functions.,2,0.5,Biology,Easy
q-ga-175,ssc-cgl-09,General Awareness,2,22,Which is the currency of United Kingdom?,Euro,Pound,Dollar,Yen,1,Pound is UK currency.,2,0.5,Economics,Easy
q-ga-176,ssc-cgl-09,General Awareness,2,23,Which freedom fighter is known as 'Netaji'?,Gandhi,Nehru,Subhash Chandra Bose,Patel,2,Subhash Chandra Bose called Netaji.,2,0.5,History,Easy
q-ga-177,ssc-cgl-09,General Awareness,2,24,Which gas is most abundant in air?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,1,Nitrogen is about 78%.,2,0.5,Science,Easy
q-ga-178,ssc-cgl-09,General Awareness,2,25,Which is the capital of Canada?,Toronto,Ottawa,Vancouver,Montreal,1,Ottawa is capital.,2,0.5,Geography,Medium
q-qa-104,ssc-cgl-09,Quantitative Aptitude,3,1,Calculate: what is 15% of 400?,50,55,60,65,2,15% of 400 = 60.,2,0.5,Percentage,Easy
q-qa-105,ssc-cgl-09,Quantitative Aptitude,3,2,Ratio of two numbers is 3:4 and sum is 56. Find larger number.,28,30,32,34,2,4/7 × 56 = 32.,2,0.5,Ratio,Medium
q-qa-106,ssc-cgl-09,Quantitative Aptitude,3,3,Average of 6 numbers is 14. Find total sum.,72,78,84,90,2,14 × 6 = 84.,2,0.5,Average,Easy
q-qa-107,ssc-cgl-09,Quantitative Aptitude,3,4,A number increased by 20% becomes 240. Find original number.,180,190,200,210,2,200 × 1.2 = 240.,2,0.5,Percentage,Medium
q-qa-108,ssc-cgl-09,Quantitative Aptitude,3,5,Simple interest on ₹1500 at 10% for 2 years?,250,280,300,320,2,SI = 300.,2,0.5,Simple Interest,Easy
q-qa-109,ssc-cgl-09,Quantitative Aptitude,3,6,A train travels 300 km in 5 hours. Speed?,50,55,60,65,2,300/5 = 60 km/h.,2,0.5,Speed & Distance,Easy
q-qa-110,ssc-cgl-09,Quantitative Aptitude,3,7,What is the square of 17?,256,269,289,306,2,17² = 289.,2,0.5,Arithmetic,Easy
q-qa-111,ssc-cgl-09,Quantitative Aptitude,3,8,"If CP = ₹900 and SP = ₹1080, profit %?",0.15,0.18,0.2,0.25,2,Profit 180/900 ×100 = 20%.,2,0.5,Profit & Loss,Medium
q-qa-112,ssc-cgl-09,Quantitative Aptitude,3,9,Find the LCM of 12 and 15.,30,45,60,75,2,LCM = 60.,2,0.5,LCM,Easy
q-qa-113,ssc-cgl-09,Quantitative Aptitude,3,10,5 men finish work in 10 days. 10 men will finish in?,4,5,6,7,1,Double men half time.,2,0.5,Time & Work,Medium
q-qa-114,ssc-cgl-09,Quantitative Aptitude,3,11,Perimeter of square 52 cm. Find side.,11,12,13,14,2,52/4 = 13.,2,0.5,Geometry,Easy
q-qa-115,ssc-cgl-09,Quantitative Aptitude,3,12,₹3000 becomes ₹3600 in 2 years. Find rate.,0.08,0.09,0.1,0.11,2,SI = 600.,2,0.5,Simple Interest,High
q-qa-116,ssc-cgl-09,Quantitative Aptitude,3,13,Calculate the value of 4/5 of 75.,55,60,65,70,1,60,2,0.5,Fraction,Easy
q-qa-117,ssc-cgl-09,Quantitative Aptitude,3,14,"Area of rectangle 180, length 15. Breadth?",10,11,12,13,2,180/15 = 12.,2,0.5,Geometry,Medium
q-qa-118,ssc-cgl-09,Quantitative Aptitude,3,15,Remainder when number divided by 6 is 3. By 12?,2,3,4,5,1,Same remainder.,2,0.5,Number System,Medium
q-qa-119,ssc-cgl-09,Quantitative Aptitude,3,16,Compound interest on ₹2000 at 10% for 2 years?,400,420,440,460,1,CI = 420.,2,0.5,Compound Interest,High
q-qa-120,ssc-cgl-09,Quantitative Aptitude,3,17,Average of first 20 natural numbers?,9.5,10,10.5,11,2,(n+1)/2 = 10.5.,2,0.5,Average,Medium
q-qa-121,ssc-cgl-09,Quantitative Aptitude,3,18,40% of number is 120. Find number.,250,280,300,320,2,300,2,0.5,Percentage,Medium
q-qa-122,ssc-cgl-09,Quantitative Aptitude,3,19,Find the value of √225.,13,14,15,16,2,15,2,0.5,Arithmetic,Easy
q-qa-123,ssc-cgl-09,Quantitative Aptitude,3,20,20% discount on ₹800. Find selling price.,620,640,650,660,1,Discount 160.,2,0.5,Discount,Easy
q-qa-124,ssc-cgl-09,Quantitative Aptitude,3,21,Distance 180 km in 3 hours. Speed?,50,55,60,65,2,#ERROR!,2,0.5,Speed & Distance,Easy
q-qa-125,ssc-cgl-09,Quantitative Aptitude,3,22,Find the HCF of 18 and 24.,3,6,9,12,1,HCF = 6.,2,0.5,HCF,Easy
q-qa-126,ssc-cgl-09,Quantitative Aptitude,3,23,A number increased by 25% becomes 250. Find original number.,180,190,200,210,2,200 × 1.25.,2,0.5,Percentage,Medium
q-qa-127,ssc-cgl-09,Quantitative Aptitude,3,24,Area of square side 12?,124,134,144,154,2,12² = 144.,2,0.5,Geometry,Easy
q-qa-128,ssc-cgl-09,Quantitative Aptitude,3,25,Cost of 8 pens ₹96. Cost of 1 pen?,10,11,12,13,2,96/8 = 12.,2,0.5,Arithmetic,Easy
q-en-103,ssc-cgl-09,English,4,1,Choose the correct synonym of 'BRAVE'.,Coward,Bold,Weak,Timid,1,Brave means bold.,2,0.5,Vocabulary,Easy
q-en-104,ssc-cgl-09,English,4,2,Choose the correct antonym of 'RICH'.,Poor,Wealthy,Strong,Big,0,Poor opposite.,2,0.5,Vocabulary,Easy
q-en-105,ssc-cgl-09,English,4,3,Select the correctly spelled word.,Goverment,Government,Govermentt,Governmant,1,Government correct.,2,0.5,Spelling,Easy
q-en-106,ssc-cgl-09,English,4,4,She is interested ___ sports.,in,on,at,with,0,Correct preposition.,2,0.5,Grammar,Easy
q-en-107,ssc-cgl-09,English,4,5,Passive voice: They built a house.,A house builds,A house was built,A house built,A house is building,1,Past passive.,2,0.5,Voice,Medium
q-en-108,ssc-cgl-09,English,4,6,Choose the correct synonym of 'FAST'.,Quick,Slow,Late,Lazy,0,Fast means quick.,2,0.5,Vocabulary,Easy
q-en-109,ssc-cgl-09,English,4,7,Choose the correct antonym of 'CLEAN'.,Dirty,Neat,Pure,Fresh,0,Dirty opposite.,2,0.5,Vocabulary,Easy
q-en-110,ssc-cgl-09,English,4,8,Identify error: She go to school daily.,She,go,to school,No error,0,Should be goes.,2,0.5,Error Detection,High
q-en-111,ssc-cgl-09,English,4,9,He is fond ___ music.,of,in,on,at,0,Correct preposition.,2,0.5,Grammar,Easy
q-en-112,ssc-cgl-09,English,4,10,"Indirect speech: He said, 'I am happy'.",He said he was happy,He said he is happy,He said happy,He said I happy,0,Tense change.,2,0.5,Narration,Medium
q-en-113,ssc-cgl-09,English,4,11,Choose the correct synonym of 'WISE'.,Intelligent,Foolish,Weak,Dull,0,Wise means intelligent.,2,0.5,Vocabulary,Medium
q-en-114,ssc-cgl-09,English,4,12,Choose the correct antonym of 'OLD'.,New,Ancient,Anciently,Elder,0,New opposite.,2,0.5,Vocabulary,Easy
q-en-115,ssc-cgl-09,English,4,13,Neither of the boys ___ ready.,are,were,is,be,2,Singular verb.,2,0.5,Grammar,Medium
q-en-116,ssc-cgl-09,English,4,14,Idiom: Hit the nail on the head means?,Be exactly right,Miss point,Get angry,Work hard,0,Correct meaning.,2,0.5,Idiom,Medium
q-en-117,ssc-cgl-09,English,4,15,Choose the correct synonym of 'LARGE'.,Big,Small,Tiny,Short,0,Large means big.,2,0.5,Vocabulary,Easy
q-en-118,ssc-cgl-09,English,4,16,Choose the correct antonym of 'HARD'.,Difficult,Easy,Tough,Rigid,1,Easy opposite.,2,0.5,Vocabulary,Easy
q-en-119,ssc-cgl-09,English,4,17,He has been here ___ 2015.,for,since,at,in,1,Since used with time point.,2,0.5,Grammar,Medium
q-en-120,ssc-cgl-09,English,4,18,One word: One who teaches students.,Doctor,Teacher,Lawyer,Engineer,1,Teacher definition.,2,0.5,Vocabulary,Easy
q-en-121,ssc-cgl-09,English,4,19,Correct punctuation?,its raining,It’s raining,Its raining,Its' raining,1,Apostrophe correct.,2,0.5,Punctuation,Easy
q-en-122,ssc-cgl-09,English,4,20,Choose the correct synonym of 'CALM'.,Peaceful,Angry,Loud,Rough,0,Calm means peaceful.,2,0.5,Vocabulary,Easy
q-en-123,ssc-cgl-09,English,4,21,Antonym of 'VISIBLE'?,Clear,Bright,Hidden,Obvious,2,Hidden opposite.,2,0.5,Vocabulary,Medium
q-en-124,ssc-cgl-09,English,4,22,The train arrived ___ time.,at,in,on,with,2,On time phrase.,2,0.5,Grammar,Medium
q-en-125,ssc-cgl-09,English,4,23,Voice: They are repairing road.,Road repaired,Road is repaired,Road is being repaired,Road repairing,2,Present continuous passive.,2,0.5,Voice,High
q-en-126,ssc-cgl-09,English,4,24,Synonym of 'HONEST'?,Truthful,Clever,Rich,Brave,0,Honest means truthful.,2,0.5,Vocabulary,Easy
q-re-154,ssc-cgl-10,Reasoning,1,1,"Find the next number in the series: 3, 12, 48, 192, ?",576,768,960,384,1,Multiply by 4 each step.,2,0.5,Series,Medium
q-re-155,ssc-cgl-10,Reasoning,1,2,"If COLD is coded as DPME, how is HEAT coded?",IFBU,IGBV,IFAT,JFBU,0,Each letter shifted +1.,2,0.5,Coding-Decoding,Medium
q-re-156,ssc-cgl-10,Reasoning,1,3,Find the odd one out.,Square,Triangle,Circle,Table,3,Table is furniture.,2,0.5,Odd One Out,Easy
q-re-157,ssc-cgl-10,Reasoning,1,4,Complete analogy: Knife : Cut :: Pen : ?,Write,Read,Draw,Paint,0,Pen is used to write.,2,0.5,Analogy,Easy
q-re-158,ssc-cgl-10,Reasoning,1,5,How many sides does a hexagon have?,5,6,7,8,1,Hexagon has 6 sides.,2,0.5,Reasoning,Easy
q-re-159,ssc-cgl-10,Reasoning,1,6,"In a row, Sita is 7th from left and 5th from right. Total persons?",10,11,12,13,1,7+5−1=11.,2,0.5,Ranking,Medium
q-re-160,ssc-cgl-10,Reasoning,1,7,"Find missing number: 2, 6, 18, 54, ?",108,162,216,270,1,Multiply by 3.,2,0.5,Series,Medium
q-re-161,ssc-cgl-10,Reasoning,1,8,Opposite direction of North-East is?,South-West,North-West,South-East,East,0,Opposite of NE is SW.,2,0.5,Direction,Medium
q-re-162,ssc-cgl-10,Reasoning,1,9,"If A=1, B=2, then FACE=?",12,13,14,15,2,"F=6,A=1,C=3,E=5 total 15.",2,0.5,Alphabet,Medium
q-re-163,ssc-cgl-10,Reasoning,1,10,"Find next term: 7, 14, 21, 28, ?",32,35,36,42,1,Add 7 each time.,2,0.5,Series,Easy
q-re-164,ssc-cgl-10,Reasoning,1,11,"If today is Wednesday, what day after 14 days?",Monday,Tuesday,Wednesday,Thursday,2,14 mod 7=0.,2,0.5,Calendar,Medium
q-re-165,ssc-cgl-10,Reasoning,1,12,"Find odd number: 11, 13, 17, 21, 19",11,13,17,21,3,21 not prime.,2,0.5,Number System,Medium
q-re-166,ssc-cgl-10,Reasoning,1,13,Mirror image of 2:30 clock is?,09:30:00,08:30:00,07:30:00,06:30:00,0,12−2:30=9:30.,2,0.5,Clock,High
q-re-167,ssc-cgl-10,Reasoning,1,14,"Find missing term: 4, 9, 16, 25, ?",30,35,36,49,2,Squares sequence.,2,0.5,Series,Easy
q-re-168,ssc-cgl-10,Reasoning,1,15,Find the odd word from the given options.,Shirt,Pant,Shoe,Bottle,3,"Bottle is object, others clothing.",2,0.5,Odd One Out,Easy
q-re-169,ssc-cgl-10,Reasoning,1,16,"If BOOK is coded as CPPL, how is GAME coded?",HBNF,HBNE,HBNG,GBNF,0,Each letter +1.,2,0.5,Coding-Decoding,Medium
q-re-170,ssc-cgl-10,Reasoning,1,17,How many days are there in 3 weeks?,18,19,20,21,3,3×7=21.,2,0.5,General Knowledge,Easy
q-re-171,ssc-cgl-10,Reasoning,1,18,"Find missing number: 1, 4, 10, 19, ?",29,30,31,32,2,"Differences +3,+6,+9,+12.",2,0.5,Series,Medium
q-re-172,ssc-cgl-10,Reasoning,1,19,"If South becomes North, East becomes?",West,South,East,North,0,Opposite direction.,2,0.5,Direction,Medium
q-re-173,ssc-cgl-10,Reasoning,1,20,"Find next alphabet: B, E, H, K, ?",L,M,N,O,2,#ERROR!,2,0.5,Series,Medium
q-re-174,ssc-cgl-10,Reasoning,1,21,"Find odd number: 12, 16, 20, 24, 27",12,16,20,27,3,27 not multiple of 4.,2,0.5,Number System,Medium
q-re-175,ssc-cgl-10,Reasoning,1,22,"If 4 workers finish work in 8 days, how many days for 2 workers?",12,14,16,18,2,Half workers double time.,2,0.5,Time & Work,Medium
q-re-176,ssc-cgl-10,Reasoning,1,23,Which shape has four equal sides?,Square,Circle,Triangle,Pentagon,0,Square has four equal sides.,2,0.5,Geometry,Easy
q-re-177,ssc-cgl-10,Reasoning,1,24,"Find missing term: 5, 10, 20, 40, ?",60,70,80,90,2,Multiply by 2.,2,0.5,Series,Easy
q-re-178,ssc-cgl-10,Reasoning,1,25,"If today is Sunday, what day after 21 days?",Saturday,Sunday,Monday,Tuesday,1,21 mod 7=0.,2,0.5,Calendar,High
q-ga-179,ssc-cgl-10,General Awareness,2,1,Who is known as the Father of the Indian Constitution?,Gandhi,Nehru,B. R. Ambedkar,Patel,2,Ambedkar chaired Drafting Committee.,2,0.5,Polity,Medium
q-ga-180,ssc-cgl-10,General Awareness,2,2,Which is the largest state in India by area?,UP,Rajasthan,Maharashtra,MP,1,Rajasthan largest.,2,0.5,Geography,Easy
q-ga-181,ssc-cgl-10,General Awareness,2,3,Which vitamin deficiency causes rickets?,A,B,C,D,3,Vitamin D deficiency.,2,0.5,Biology,Medium
q-ga-182,ssc-cgl-10,General Awareness,2,4,Who built the Taj Mahal?,Akbar,Babur,Shah Jahan,Aurangzeb,2,Shah Jahan built Taj Mahal.,2,0.5,History,Easy
q-ga-183,ssc-cgl-10,General Awareness,2,5,Which gas is most abundant in air?,Oxygen,Nitrogen,CO2,Hydrogen,1,Nitrogen about 78%.,2,0.5,Science,Easy
q-ga-184,ssc-cgl-10,General Awareness,2,6,What is the capital of Karnataka?,Mysuru,Bengaluru,Hubli,Mangalore,1,Bengaluru capital.,2,0.5,Geography,Easy
q-ga-185,ssc-cgl-10,General Awareness,2,7,Who discovered penicillin?,Fleming,Darwin,Newton,Edison,0,Alexander Fleming.,2,0.5,Science,Medium
q-ga-186,ssc-cgl-10,General Awareness,2,8,Which country is called Land of Rising Sun?,China,Japan,Korea,Thailand,1,Japan known as Land of Rising Sun.,2,0.5,Geography,Easy
q-ga-187,ssc-cgl-10,General Awareness,2,9,Which is the smallest planet?,Mars,Earth,Mercury,Venus,2,Mercury smallest.,2,0.5,Science,Easy
q-ga-188,ssc-cgl-10,General Awareness,2,10,Who wrote 'Discovery of India'?,Gandhi,Nehru,Tagore,Patel,1,Nehru wrote book.,2,0.5,History,Medium
q-ga-189,ssc-cgl-10,General Awareness,2,11,Which is the national animal of India?,Lion,Tiger,Elephant,Leopard,1,Bengal Tiger national animal.,2,0.5,General Knowledge,Easy
q-ga-190,ssc-cgl-10,General Awareness,2,12,Which planet is known as Red Planet?,Mars,Venus,Earth,Jupiter,0,Mars appears red.,2,0.5,Science,Easy
q-ga-191,ssc-cgl-10,General Awareness,2,13,Which instrument measures temperature?,Barometer,Thermometer,Hygrometer,Altimeter,1,Thermometer measures temperature.,2,0.5,Physics,Easy
q-ga-192,ssc-cgl-10,General Awareness,2,14,Who was the first President of India?,Rajendra Prasad,Radhakrishnan,Kalam,Zakir Hussain,0,Rajendra Prasad first President.,2,0.5,History,Medium
q-ga-193,ssc-cgl-10,General Awareness,2,15,Which is the largest ocean?,Atlantic,Pacific,Indian,Arctic,1,Pacific largest.,2,0.5,Geography,Easy
q-ga-194,ssc-cgl-10,General Awareness,2,16,What is the SI unit of force?,Joule,Watt,Newton,Pascal,2,Force measured in Newton.,2,0.5,Physics,Medium
q-ga-195,ssc-cgl-10,General Awareness,2,17,Which state is known as Tea Garden of India?,Assam,Kerala,UP,Bihar,0,Assam famous for tea.,2,0.5,Geography,Easy
q-ga-196,ssc-cgl-10,General Awareness,2,18,Which metal is used for coins?,Iron,Copper,Gold,Silver,1,Copper commonly used.,2,0.5,Science,Easy
q-ga-197,ssc-cgl-10,General Awareness,2,19,Who is known as Father of Economics?,Adam Smith,Keynes,Ricardo,Marx,0,Adam Smith wrote Wealth of Nations.,2,0.5,Economics,Medium
q-ga-198,ssc-cgl-10,General Awareness,2,20,Which is the highest mountain in world?,K2,Everest,Kanchenjunga,Nanga Parbat,1,Mount Everest highest.,2,0.5,Geography,Easy
q-ga-199,ssc-cgl-10,General Awareness,2,21,Which organ purifies blood?,Heart,Liver,Kidney,Lungs,2,Kidney filters blood.,2,0.5,Biology,Easy
